fact_checker,date,location,label,title,explanation,claim_originated_by,url_checker
FactCrescendo,2020/04/10 ,India,false,Migrant worker caught venturing out at night and robbing during lockdown.,It is old news and has nothing to do with present lockdown.,Facebook,https://www.malayalam.factcrescendo.com/old-story-shared-with-misleading-context/
CheckNews,2020/04/10 ,France,false,“Actors” applauded Macron when he visited the suburban city of Pantin near Paris.,Real families live in the building where people applauding (and yelling at) Macron were filmed.,"Facebook, Twitter",https://www.liberation.fr/checknews/2020/04/10/non-macron-n-a-pas-ete-applaudi-par-des-figurants-a-pantin_1784694
Vistinomer,2020/04/10 ,North Macedonia,false,The text claims that a Harvard University professor was arrested for allegedly making the coronavirus in his laboratory and then selling it to two Chinese people.,"The professor was arrested for lying to the police about his ties to China while professionally committed to a cooperation agreement with the US government. The coronavirus is not the subject of the indictment at all. The original article has been deleted, probably after our review.",aktuelno24.com.mk,https://crithink.mk/lazhna-e-vesta-deka-amerikanski-profesor-e-uapsen-bidejki-go-sozdal-koronavirusot-pa-%d1%9d-go-prodal-na-kina/
AAP FactCheck,2020/04/10 ,Australia,false,Instagram posts marketing Cinchona bark powder as the substance from which the drug chloroquine is made and  suggesting the powder as a potential protection or cure for COVID-19.,"Based on the evidence, AAP FactCheck found the claims in the post to be false. Chloroquine and hydroxychloroquine are synthetic analogues of quinine and chloroquine is not made from cinchona bark. The claim that “many people recovered” from COVID-19 after receiving chloroquine is also not accurate.",Instagram,https://www.aap.com.au/instagrams-covid-19-chloroquine-merchants-are-barking-up-the-wrong-tree/
FactCrescendo,2020/04/10 ,India,false,Migrant worker caught venturing out at night and robbing during lockdown.,It is old news and has nothing to do with present lockdown.,Facebook,https://www.malayalam.factcrescendo.com/old-story-shared-with-misleading-context/
Estadão Verifica,2020/04/10 ,Brazil,false,Dengue and tuberculosis killed more in a week than coronavirus.,The facebook posts released wrong statistics data.,Facebook posts,https://politica.estadao.com.br/blogs/estadao-verifica/posts-enganam-ao-comparar-numero-de-mortes-por-covid-19-dengue-e-tuberculose/
FactCrescendo,2020/04/10 ,India,false,Countries throwing dead bodies of people died of COVID-19 into the sea. Image showing dead bodies washed ashore.,It is an old image of African migrants washed ashore the Libyan coast while trying to reach Europe.,WhatsApp,https://assamese.factcrescendo.com/are-some-countries-disposing-off-covid-infected-dead-bodies-into-the-sea/
CheckNews,2020/04/10 ,France,false,Videos of empty hospitals show the covid-19 is fake.,"It's part of the conspiracy theory ""filmyourhospital"". But the videos are shot either in closed hospitals or in services that don't take care of covid patients.","Youtube, Facebook, Whatsapp, Websites",https://www.liberation.fr/checknews/2020/04/10/pourquoi-les-videos-d-hopitaux-vides-ne-prouvent-pas-que-le-coronavirus-est-un-complot_1784818
Factly,2020/04/10 ,India,false,Video of the Kenya Government using a Maasai tribe man to impose social distancing in Kenya.,"The video is made by an ‘Entertainment’ based YouTube channel ‘Mbuzi Seller’. It doesn’t show a real-life incident. Also, there are no reports about the Kenyan government roping in Maasai tribe men to carry out stricter actions in the wake of coronavirus infections in the country.",Social Media,https://factly.in/telugu-kenyan-government-is-not-using-maasai-tribe-men-for-imposing-social-distancing/
The Quint,2020/04/10 ,India,false,Muslim women are misbehaving with doctors in India.,"The video is actually from Pakistan, and the location in the video is the Sukkur quarantine facility in the country.",Facebook,https://www.thequint.com/news/webqoof/woman-attack-medical-staff-in-india-no-video-is-from-pakistan-sindh-sukkur-qaurantine-centre
FactCrescendo,2020/04/10 ,India,false,Doctor Vandana Tiwari who was a part of Covid19 team was killed in a violence at Uttar Pradesh.,The deceased woman is a pharmacist from Madhya Pradesh and she died due to brain hemorrhage.,Facebook,https://tamil.factcrescendo.com/factcheck-was-covid-19-treating-doctor-vandana-tiwari-killed-in-a-violence/
PolitiFact,2020/04/10 ,United States,false,Viral publication says a video shows a “gay party in Italy few weeks before COVID-19.”,The video is from a 2018 carnival in Brazil.,Viral image,https://www.politifact.com/factchecks/2020/apr/14/viral-image/isnt-video-gay-party-italy-just-pandemic/
Factly,2020/04/10 ,India,false,"As Kalonji (Nigella) seeds have 100 per cent of Hydroxychloroquine, taking them can prevent COVID-19.","Kalonji seeds do not have 100 per cent of Hydroxychloroquine. Also, there is no scientific evidence yet to prove that either Kalonji seeds or Hydroxychloroquine can prevent COVID-19.",Social Media,https://factly.in/not-enough-scientific-evidence-yet-to-prove-that-either-kalonji-seeds-or-hydroxychloroquine-can-prevent-covid-19/
FactCrescendo,2020/04/10 ,India,false,A video allegedly showing a man spitting on the bread slices is being shared with a communal spin in India.,"This is an old video from the Philippines. The bread company has clarified that the video shows a delivery man taking slices of bread from loaf packs. The slices he took were from pulled out loaves from stores which will be returned to the plant for disposal, NOT from fresh stocks for delivery to stores.",Facebook/Twitter,https://marathi.factcrescendo.com/old-video-of-bread-packet-tempering-from-philippines-shared-in-relation-with-coronavirus/
Colombiacheck,2020/04/10 ,"Italy, Venezuela, Colombia",false,Italians threw bills to the streets to represent how “money can’t buy health”.,The images are from a protest in Venezuela in 2019.,Facebook pages,https://colombiacheck.com/chequeos/estas-fotos-no-muestran-italianos-arrojando-dinero-las-calles-por-pandemia-de-covid-19
Factly,2020/04/10 ,India,false,Image of poor Hindus stranded due to the lockdown in India.,"The image is on the internet at least since November 2019. So, it has nothing to do with the current lockdown in India which came into effect from 25 March 2020.",Social Media,https://factly.in/an-old-image-taken-before-the-lockdown-falsely-shared-as-poor-hindus-stranded-due-to-lockdown/
AfricaCheck,2020/04/09 ,Nigeria,false,A video claims to show that the Nigerian government has spent US$2 million to “import” Chinese doctors and supplies.,"The medical supplies and team of experts from China deployed to Nigeria have cost $2 million, but the costs were paid by the Chinese government, not by Nigeria.",Facebook,https://africacheck.org/fbcheck/no-nigerias-govt-didnt-pay-for-us2m-covid-19-supplies-experts-sent-from-china/
PesaCheck,2020/04/09 ,Kenya,false,$50 million funds from World Bank to be chanelled to the Sonko Rescue Team in Kenya.,"The World Bank only channels its funding to governments, and the State has not allocated any funds to the Sonko Rescue Team.",Facebook post,https://pesacheck.org/false-the-world-bank-has-not-channeled-50-million-against-covid-19-to-the-sonko-rescue-team-4751739af368
AFP,2020/04/09 ,Indonesia,false,A video has been viewed hundreds of thousands of times on Facebook and YouTube in March and April 2020 alongside a claim it shows a Koran recitation during a US Senate meeting attended by President Donald Trump during the COVID-19 pandemic.,The video actually shows Trump attending an interfaith prayer service at a church after his presidential inauguration in January 2017.,"FB, Youtube",https://factcheck.afp.com/video-shows-us-president-donald-trump-attending-interfaith-prayer-service-church-2017?fbclid=IwAR2aGu5gxULbE7w1tgV0fNKJkngxLgS1kAGFoBXD7KURFkKzmdzA06Y8WGU
LeadStories,2020/04/09 ,United States,false,U.S. Speaker of the House Nancy Pelosi said she won’t pass new economic stimulus package unless senior citizens are excluded.,"This is an article posted by a clearly marked satire website. And it is the U.S. Senate that is holding up the passage of the stimulus package, not the House of Representatives.",bustatroll.org,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Nancy-Pelosi-Did-NOT-Say-Stimulus-Won't-Pass-Unless-Seniors-Excluded.html
PesaCheck,2020/04/09 ,Kenya,false,Kenyan President Uhuru gives artists Sh 2 billion as a cushion due to covid-19 job losses.,"On April 6, the president directed the Ministry of Sports, Culture, and Heritage to allocate artists Sh100 million not 2 billion.",Facebook post,https://pesacheck.org/false-kenyan-artists-will-not-receive-ksh2-billion-from-the-government-for-covid-19-relief-96a2273aa05d
PesaCheck,2020/04/09 ,Kenya,false,59 Kenyans killed after drinking Dettol to prevent COVID-19.,"Images of the incident are not from Kenya, and there are no such reports in the country.",Facebook post,https://pesacheck.org/false-this-post-claiming-that-59-kenyans-have-died-after-consuming-dettol-to-prevent-covid-19-is-704bff4fc53f
Newtral.es,2020/04/09 ,Spain,false,A law allows people to go for a run during the state of alarm in Spain.,"It was a joke, but became viral and later a hoax.",Image via WhatsApp,https://www.newtral.es/la-broma-de-que-a-los-runners-se-les-permite-salir-a-correr-por-decreto-ley-se-vuelve-viral/20200409/
BuzzFeed Japan,2020/04/09 ,Japan,false,"Opposition parties in Japan have opposed all deliberation in parliament, blocking commission meetings for two days because they wanted to look more carefully into the contents of the supplementary budget.","There were no Diet deliberations on 8th and 9th April because of the declaration of emergency measures on 7th April.  It was not a one-sided ""refusal of deliberation"" by the opposition and both the ruling and opposition parties had agreed to this after proper consultation.",Twitter,https://www.buzzfeed.com/jp/kotahatachi/emergency-declaration-5
AFP,2020/04/09 ,Malaysia,false,A video has been viewed thousands of times on Twitter and YouTube alongside a claim that it shows Malaysian nationals storming a customs office in the Malaysian state of Johor after Singapore closed its borders in an effort to curb the growing COVID-19 pandemic.,The claim is false; Malaysian immigration authorities said the video was taken during an annual safety drill in December 2019; the video corresponded with photos of the drill published in December 2019 by police and local officials.,"Twitter, Youtbue",https://factcheck.afp.com/video-shows-safety-drill-malaysian-customs-office-building-december-2019
